episode=50 train_reward=-1.816 val_reward=-4.914 val_completed=2.000 coverage=0.485 collision=0.280 loss=0.0410
episode=3100 train_reward=22.959 val_reward=22.922 val_completed=4.000 coverage=0.340 collision=0.000 loss=0.0763
episode=3150 train_reward=22.921 val_reward=22.922 val_completed=4.000 coverage=0.325 collision=0.000 loss=0.2242
episode=3200 train_reward=22.959 val_reward=22.924 val_completed=4.000 coverage=0.308 collision=0.000 loss=0.0429
episode=3250 train_reward=22.925 val_reward=22.922 val_completed=4.000 coverage=0.322 collision=0.000 loss=0.0781
episode=3300 train_reward=22.924 val_reward=22.923 val_completed=4.000 coverage=0.320 collision=0.000 loss=0.0224
episode=3350 train_reward=22.884 val_reward=22.923 val_completed=4.000 coverage=0.320 collision=0.000 loss=0.0415
episode=3400 train_reward=22.923 val_reward=22.922 val_completed=4.000 coverage=0.343 collision=0.000 loss=0.0538
episode=3450 train_reward=22.959 val_reward=22.924 val_completed=4.000 coverage=0.310 collision=0.000 loss=0.0498
episode=3500 train_reward=22.925 val_reward=22.924 val_completed=4.000 coverage=0.308 collision=0.000 loss=0.0363
episode=3550 train_reward=22.924 val_reward=22.922 val_completed=4.000 coverage=0.330 collision=0.000 loss=0.0261
episode=3600 train_reward=22.931 val_reward=22.930 val_completed=4.000 coverage=0.338 collision=0.000 loss=0.0342
episode=3650 train_reward=22.681 val_reward=22.923 val_completed=4.000 coverage=0.322 collision=0.000 loss=0.0556
episode=3700 train_reward=22.924 val_reward=22.929 val_completed=4.000 coverage=0.333 collision=0.000 loss=0.0594
episode=3750 train_reward=22.818 val_reward=22.931 val_completed=4.000 coverage=0.322 collision=0.000 loss=0.0358
episode=3800 train_reward=22.931 val_reward=22.923 val_completed=4.000 coverage=0.320 collision=0.000 loss=0.0208
episode=3850 train_reward=22.931 val_reward=22.932 val_completed=4.000 coverage=0.310 collision=0.000 loss=0.0614
episode=3900 train_reward=22.958 val_reward=22.924 val_completed=4.000 coverage=0.310 collision=0.000 loss=0.0235
episode=3950 train_reward=22.923 val_reward=22.958 val_completed=4.000 coverage=0.352 collision=0.000 loss=0.0343
episode=4000 train_reward=22.922 val_reward=22.924 val_completed=4.000 coverage=0.303 collision=0.000 loss=0.0382
