episode=50 train_reward=-9.450 val_reward=-9.014 val_completed=1.000 coverage=0.743 collision=0.120 loss=0.0150
episode=1100 train_reward=22.751 val_reward=22.730 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0906
episode=1150 train_reward=22.715 val_reward=22.708 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.1764
episode=1200 train_reward=22.730 val_reward=22.715 val_completed=4.000 coverage=0.243 collision=0.000 loss=0.0388
episode=1250 train_reward=22.687 val_reward=22.613 val_completed=4.000 coverage=0.260 collision=0.000 loss=0.0575
episode=1300 train_reward=13.779 val_reward=22.772 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0123
episode=1350 train_reward=22.730 val_reward=22.666 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0936
episode=1400 train_reward=22.800 val_reward=22.687 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0175
episode=1450 train_reward=22.715 val_reward=22.730 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0431
episode=1500 train_reward=22.664 val_reward=22.496 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.2294
episode=1550 train_reward=20.322 val_reward=22.708 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0159
episode=1600 train_reward=22.439 val_reward=22.666 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.1426
episode=1650 train_reward=22.730 val_reward=22.672 val_completed=4.000 coverage=0.243 collision=0.000 loss=0.0179
episode=1700 train_reward=22.772 val_reward=22.715 val_completed=4.000 coverage=0.243 collision=0.000 loss=0.1471
episode=1750 train_reward=22.708 val_reward=22.708 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.1751
episode=1800 train_reward=22.648 val_reward=22.730 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0124
episode=1850 train_reward=21.231 val_reward=22.730 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0677
episode=1900 train_reward=22.693 val_reward=22.736 val_completed=4.000 coverage=0.243 collision=0.000 loss=0.0261
episode=1950 train_reward=22.708 val_reward=22.736 val_completed=4.000 coverage=0.243 collision=0.000 loss=0.0729
episode=2000 train_reward=22.693 val_reward=22.687 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.2165
episode=2050 train_reward=22.672 val_reward=22.708 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0404
episode=2100 train_reward=22.715 val_reward=22.666 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0191
episode=2150 train_reward=22.693 val_reward=22.666 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.1822
episode=2200 train_reward=22.708 val_reward=22.666 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0230
episode=2250 train_reward=22.666 val_reward=22.708 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0134
episode=2300 train_reward=22.751 val_reward=22.708 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0549
episode=2350 train_reward=22.666 val_reward=22.672 val_completed=4.000 coverage=0.243 collision=0.000 loss=0.0193
episode=2400 train_reward=22.672 val_reward=22.708 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0116
episode=2450 train_reward=22.672 val_reward=22.666 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0076
episode=2500 train_reward=22.693 val_reward=22.666 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.1943
episode=2550 train_reward=22.672 val_reward=22.687 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0948
episode=2600 train_reward=22.693 val_reward=22.687 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0961
episode=2650 train_reward=22.666 val_reward=22.687 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0136
episode=2700 train_reward=22.686 val_reward=22.687 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0440
episode=2750 train_reward=22.693 val_reward=22.693 val_completed=4.000 coverage=0.243 collision=0.000 loss=0.0073
episode=2800 train_reward=22.816 val_reward=22.708 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0092
episode=2850 train_reward=22.686 val_reward=22.708 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.2000
episode=2900 train_reward=22.666 val_reward=22.666 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0341
episode=2950 train_reward=22.672 val_reward=22.666 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0301
episode=3000 train_reward=22.715 val_reward=22.666 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0124
episode=3050 train_reward=22.672 val_reward=22.708 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0134
episode=3100 train_reward=22.666 val_reward=22.672 val_completed=4.000 coverage=0.243 collision=0.000 loss=0.0168
episode=3150 train_reward=22.686 val_reward=22.686 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0155
episode=3200 train_reward=22.693 val_reward=22.666 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0066
episode=3250 train_reward=22.672 val_reward=22.666 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0301
episode=3300 train_reward=22.666 val_reward=22.666 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0222
episode=3350 train_reward=22.666 val_reward=22.729 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0151
episode=3400 train_reward=22.666 val_reward=22.672 val_completed=4.000 coverage=0.243 collision=0.000 loss=0.0185
episode=3450 train_reward=22.672 val_reward=22.672 val_completed=4.000 coverage=0.243 collision=0.000 loss=0.0103
episode=3500 train_reward=22.666 val_reward=22.666 val_completed=4.000 coverage=0.260 collision=0.000 loss=0.0166
episode=3550 train_reward=22.734 val_reward=22.672 val_completed=4.000 coverage=0.243 collision=0.000 loss=0.0709
episode=3600 train_reward=22.666 val_reward=22.666 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0113
episode=3650 train_reward=22.672 val_reward=22.666 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0199
episode=3700 train_reward=22.666 val_reward=22.672 val_completed=4.000 coverage=0.243 collision=0.000 loss=0.0600
episode=3750 train_reward=22.666 val_reward=22.666 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.1386
episode=3800 train_reward=22.666 val_reward=22.666 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0108
episode=3850 train_reward=22.644 val_reward=22.650 val_completed=4.000 coverage=0.243 collision=0.000 loss=0.0111
episode=3900 train_reward=22.707 val_reward=22.666 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0117
episode=3950 train_reward=22.650 val_reward=22.650 val_completed=4.000 coverage=0.243 collision=0.000 loss=0.0902
episode=4000 train_reward=22.644 val_reward=22.650 val_completed=4.000 coverage=0.243 collision=0.000 loss=0.0054
