boundary_hit_ratio_difference,collision_agent_ratio_difference,comparison,completed_mean_difference,completed_value_mean_difference,coverage_overlap_ratio_mean_difference,detected_mean_difference,detected_to_completed_ratio_difference,detected_value_mean_difference,detection_probability,episode_length_mean_difference,first_completion_step_mean_difference,first_detection_step_mean_difference,had_completion_mean_difference,had_detection_mean_difference,knowledge_overlap_ratio_mean_difference,left_algo,left_policy_mode,local_new_observed_cells_per_decision_difference,local_sensor_revisit_ratio_difference,mean_local_coverage_ratio_mean_difference,new_observed_cells_per_step_difference,revisit_ratio_difference,reward_mean_difference,right_algo,right_policy_mode,scope,sensor_coverage_ratio_mean_difference,sensor_revisit_ratio_difference,simultaneous_sensor_overlap_ratio_mean_difference,stay_ratio_difference,team_coverage_ratio_mean_difference,team_new_observed_cells_per_env_step_difference,tracking_progress_ratio_difference,training_seed
0.0,0.008818342151675485,bayes_qmix_independent_sample_minus_qmix,-0.009999999999999787,-0.019999999999999574,0.129955082030064,0.0,-0.0024999999999999467,0.0,1.0,5.68,-1.0,0.0,0.0,0.0,0.0025,bayes_qmix_independent,posterior_sample_independent,-0.5570166338140194,0.15034408825258494,0.0048916717618703864,,,-0.8071825005978255,qmix_ddqn,deterministic,multi,,,0.09093850118192363,0.0,-0.031375007927417764,-2.4832192136113704,-0.05936819172113289,42
0.0,0.0,bayes_qmix_independent_sample_minus_qmix,0.0,0.0,0.04295521048673338,0.0,0.0,0.0,1.0,-1.3100000000000005,-1.0,0.0,0.0,0.0,0.0,bayes_qmix_independent,posterior_sample_independent,-0.4515117994100293,0.1489959155888359,-0.027566677257418626,,,0.08432875132263007,qmix_ddqn,deterministic,multi,,,0.012540641693097505,0.0,-0.0960499969124794,-1.7180479918311775,0.022294077603812135,43
0.0,0.0076481835564053535,bayes_qmix_independent_sample_minus_qmix,-0.020000000000000018,-0.019999999999999574,0.11490375350234792,0.0,-0.0050000000000000044,0.0,1.0,-27.08,1.38,0.0,0.0,0.0,0.0,bayes_qmix_independent,posterior_sample_independent,0.8180369662205225,-0.032889844911833443,-0.0756916605681181,,,2.908360829374697,qmix_ddqn,deterministic,multi,,,0.030345988551192544,0.0,-0.268399997651577,1.5560866794136388,0.11440407903123008,44
0.0,0.0,bayes_qmix_independent_sample_minus_qmix,0.0,0.0,0.14291185607483595,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,bayes_qmix_independent,posterior_sample_independent,-0.6152685421994883,0.13434782608695656,0.011975010260939611,,,-0.6021174998484575,qmix_ddqn,deterministic,multi,,,0.03195623089247672,0.0,-0.017850003242492696,-2.7349872122762156,-0.061381074168797956,45
0.0,0.0038416075650118202,bayes_qmix_independent_sample_minus_qmix,0.0,0.0,0.01715230203406365,0.0,0.0,0.0,1.0,3.5599999999999987,-1.0,0.0,0.0,0.0,0.0,bayes_qmix_independent,posterior_sample_independent,-0.8568417942018169,0.1966918626353117,-0.019908336624503142,,,-0.4338599990099574,qmix_ddqn,deterministic,multi,,,0.001905375555528708,0.0,-0.06827500939369202,-2.705510451661067,-0.033221351250466574,46
0.0,0.0041032950012039795,independent_sampling_minus_shared_sampling,0.010000000000000231,0.0,-0.013952361202105912,0.0,0.0025000000000000577,0.0,1.0,-9.840000000000003,-2.8,0.0,0.0,0.0,0.0,bayes_qmix_independent,posterior_sample_independent,0.07249642602246142,0.036616186267682704,-0.0435916707664728,,,1.284224997981628,bayes_qmix_shared,posterior_sample_shared,multi,,,0.0768720809197349,0.0,-0.10467499881982806,0.2927738404368174,0.05189968566352331,42
0.0,0.0,independent_sampling_minus_shared_sampling,0.0,0.0,-0.02607567951171129,0.0,0.0,0.0,1.0,-0.5899999999999999,0.0,0.0,0.0,0.0,0.0,bayes_qmix_independent,posterior_sample_independent,-0.24874129330182715,0.0565002785905811,-0.013783342689275738,,,-0.0027999991700085047,bayes_qmix_shared,posterior_sample_shared,multi,,,-0.016100724992897796,0.0,-0.03122499912977217,-0.4952076776950527,0.010513972891770251,43
0.0,0.0076481835564053535,independent_sampling_minus_shared_sampling,-0.020000000000000018,-0.019999999999999574,0.019171428442536997,0.0,-0.0050000000000000044,0.0,1.0,4.860000000000003,-4.71,0.0,0.0,0.0,0.0,bayes_qmix_independent,posterior_sample_independent,-0.3829800532896477,0.1367950174100152,0.01582499556243419,,,-0.7671541674296023,bayes_qmix_shared,posterior_sample_shared,multi,,,0.011847812294091743,0.0,0.03269999861717221,-1.2199614733468422,-0.05132859012609661,44
0.0,0.0,independent_sampling_minus_shared_sampling,0.0,0.0,0.10977847493827408,0.0,0.0,0.0,1.0,4.870000000000001,-0.10000000000000009,0.0,0.0,0.0,0.0,bayes_qmix_independent,posterior_sample_independent,0.5722983764598673,-0.1574337514089067,0.05688333399593831,,,-0.38742999953926116,bayes_qmix_shared,posterior_sample_shared,multi,,,0.01808778228168522,0.0,0.1233500003814697,0.9595716923667235,-0.04671574857910263,45
0.0,0.0038416075650118202,independent_sampling_minus_shared_sampling,0.0,0.0,-0.02083109684301147,0.0,0.0,0.0,1.0,-6.920000000000002,0.0,0.0,0.0,0.0,0.0,bayes_qmix_independent,posterior_sample_independent,1.0019027605364537,-0.26378684430843846,0.03342499911785125,,,0.6033000003978657,bayes_qmix_shared,posterior_sample_shared,multi,,,-0.023125815662642796,0.0,0.10435000181198117,3.00460523783404,0.04161975422693112,46
