Using device: cuda
torch threads: 1
train_every: 4, learning_starts: 1000
reward_version: v3_frontier_400
reward_config:
  reward_version: v3_frontier_400
  step_penalty: -0.005
  new_cell_bonus: 0.002
  revisit_penalty: 0.0
  new_observed_cell_bonus: 0.015
  new_observed_cell_bonus_cap: 0.15
  boundary_penalty: -0.2
  idle_stay_penalty: -0.03
  detect_value1_bonus: 0.6
  detect_value2_bonus: 1.5
  track_progress_value1_bonus: 0.2
  track_progress_value2_bonus: 0.6
  complete_value1_bonus: 4.0
  complete_value2_bonus: 12.0
  all_targets_bonus: 5.0

[Best] episode=50 score=-30.240 metrics={'eval_reward': -35.98999999999981, 'eval_detected': 1.6, 'eval_completed': 1.0, 'eval_detected_value': 2.0, 'eval_completed_value': 1.3, 'eval_sensor_coverage': 0.2785000026226044, 'stay_ratio': 0.152, 'boundary_hit_ratio': 0.532, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.93375, 'new_observed_cells_per_step': 0.276, 'tracking_progress_ratio': 0.0085}
[Eval 350] {'eval_reward': -6.898000000000023, 'eval_detected': 0.9, 'eval_completed': 0.3, 'eval_detected_value': 1.0, 'eval_completed_value': 0.3, 'eval_sensor_coverage': 0.28124999850988386, 'stay_ratio': 0.35475, 'boundary_hit_ratio': 0.0545, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.92925, 'new_observed_cells_per_step': 0.27875, 'tracking_progress_ratio': 0.003}

[Eval 400] {'eval_reward': -8.51399999999995, 'eval_detected': 1.8, 'eval_completed': 0.4, 'eval_detected_value': 2.3, 'eval_completed_value': 0.5, 'eval_sensor_coverage': 0.3497499942779541, 'stay_ratio': 0.35275, 'boundary_hit_ratio': 0.111, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.90825, 'new_observed_cells_per_step': 0.34725, 'tracking_progress_ratio': 0.005}

[Eval 450] {'eval_reward': -18.286199999999877, 'eval_detected': 1.5, 'eval_completed': 0.4, 'eval_detected_value': 1.8, 'eval_completed_value': 0.5, 'eval_sensor_coverage': 0.2729999989271164, 'stay_ratio': 0.2305, 'boundary_hit_ratio': 0.24, 'revisit_ratio': 0.99775, 'sensor_revisit_ratio': 0.92775, 'new_observed_cells_per_step': 0.2705, 'tracking_progress_ratio': 0.00425}

[Eval 500] {'eval_reward': -14.121999999999982, 'eval_detected': 1.5, 'eval_completed': 0.3, 'eval_detected_value': 1.9, 'eval_completed_value': 0.3, 'eval_sensor_coverage': 0.2902500003576279, 'stay_ratio': 0.2195, 'boundary_hit_ratio': 0.1775, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.927, 'new_observed_cells_per_step': 0.28775, 'tracking_progress_ratio': 0.00475}

[Eval 550] {'eval_reward': -10.229499999999977, 'eval_detected': 1.7, 'eval_completed': 0.6, 'eval_detected_value': 2.0, 'eval_completed_value': 0.6, 'eval_sensor_coverage': 0.3925000011920929, 'stay_ratio': 0.18875, 'boundary_hit_ratio': 0.156, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.89425, 'new_observed_cells_per_step': 0.39, 'tracking_progress_ratio': 0.00575}

[Eval 600] {'eval_reward': -7.7139999999999755, 'eval_detected': 1.5, 'eval_completed': 0.3, 'eval_detected_value': 1.8, 'eval_completed_value': 0.4, 'eval_sensor_coverage': 0.2987499959766865, 'stay_ratio': 0.16675, 'boundary_hit_ratio': 0.114, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.919, 'new_observed_cells_per_step': 0.29625, 'tracking_progress_ratio': 0.004}

[Eval 650] {'eval_reward': -19.600499999999926, 'eval_detected': 1.4, 'eval_completed': 0.2, 'eval_detected_value': 1.7, 'eval_completed_value': 0.3, 'eval_sensor_coverage': 0.3757500022649765, 'stay_ratio': 0.119, 'boundary_hit_ratio': 0.26825, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.8915, 'new_observed_cells_per_step': 0.37325, 'tracking_progress_ratio': 0.003}

[Eval 700] {'eval_reward': -12.673999999999937, 'eval_detected': 1.6, 'eval_completed': 0.3, 'eval_detected_value': 1.8, 'eval_completed_value': 0.4, 'eval_sensor_coverage': 0.341499999165535, 'stay_ratio': 0.421, 'boundary_hit_ratio': 0.14125, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.90775, 'new_observed_cells_per_step': 0.339, 'tracking_progress_ratio': 0.005}

[Eval 750] {'eval_reward': -23.008499999999955, 'eval_detected': 1.5, 'eval_completed': 0.5, 'eval_detected_value': 1.8, 'eval_completed_value': 0.6, 'eval_sensor_coverage': 0.37575000450015067, 'stay_ratio': 0.213, 'boundary_hit_ratio': 0.3155, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.8955, 'new_observed_cells_per_step': 0.37325, 'tracking_progress_ratio': 0.005}

[Eval 800] {'eval_reward': -16.646499999999914, 'eval_detected': 2.1, 'eval_completed': 0.9, 'eval_detected_value': 2.5, 'eval_completed_value': 1.2, 'eval_sensor_coverage': 0.44400000274181367, 'stay_ratio': 0.2115, 'boundary_hit_ratio': 0.29225, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.88075, 'new_observed_cells_per_step': 0.4415, 'tracking_progress_ratio': 0.00825}

[Eval 850] {'eval_reward': -18.202499999999908, 'eval_detected': 1.7, 'eval_completed': 0.8, 'eval_detected_value': 2.1, 'eval_completed_value': 1.1, 'eval_sensor_coverage': 0.36425000205636027, 'stay_ratio': 0.07475, 'boundary_hit_ratio': 0.3165, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.90275, 'new_observed_cells_per_step': 0.36175, 'tracking_progress_ratio': 0.0065}

[Eval 900] {'eval_reward': -24.57769999999988, 'eval_detected': 2.0, 'eval_completed': 0.5, 'eval_detected_value': 2.4, 'eval_completed_value': 0.6, 'eval_sensor_coverage': 0.380000002682209, 'stay_ratio': 0.19925, 'boundary_hit_ratio': 0.34375, 'revisit_ratio': 0.99775, 'sensor_revisit_ratio': 0.9, 'new_observed_cells_per_step': 0.3775, 'tracking_progress_ratio': 0.00625}

[Eval 950] {'eval_reward': -13.905999999999963, 'eval_detected': 1.7, 'eval_completed': 0.6, 'eval_detected_value': 2.1, 'eval_completed_value': 0.7, 'eval_sensor_coverage': 0.35199999809265137, 'stay_ratio': 0.09725, 'boundary_hit_ratio': 0.22475, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.90475, 'new_observed_cells_per_step': 0.3495, 'tracking_progress_ratio': 0.00575}

[Eval 1000] {'eval_reward': -14.168199999999931, 'eval_detected': 1.4, 'eval_completed': 0.5, 'eval_detected_value': 1.6, 'eval_completed_value': 0.5, 'eval_sensor_coverage': 0.3634999953210354, 'stay_ratio': 0.00625, 'boundary_hit_ratio': 0.22125, 'revisit_ratio': 0.99775, 'sensor_revisit_ratio': 0.90075, 'new_observed_cells_per_step': 0.361, 'tracking_progress_ratio': 0.0055}
Training complete.
Best checkpoint: runs/v3_frontier_400/ddqn_seed43_1000/best.pt at episode 150, score=-3.734
